Class Number, Class Name, Section Name, Instructor, Capacity, Enrolled, Available Seats, Wait List Capacity, Wait List Total
2412,RLCP  129 - 04   SAT Test Preparation-Math (12 Hours),04-LEC Dynamic,Staff,15,0,15,5,0
2855,RLDA  129 - 01   Belly Dance Level 1 - Beginner Techniques,01-LEC Dynamic,Staff,40,0,40,0,0
2858,RLDA  129 - 02   Belly Dance Level 1 - Beginner Techniques,02-LEC Dynamic,Staff,40,0,40,0,0
2945,RLMP  129 - 01   Piano Group (Ages 8 - 15) (18 Hours),01-LEC Dynamic,Staff,20,0,20,0,0
1363,RLPD  129 - 01   Oil Painting,01-LEC Dynamic,Staff,25,0,25,0,0
1631,RLPD  129 - 02   Oil Painting,02-LEC Dynamic,Staff,20,0,20,0,0
2965,WBFI  129 - 01   Introducción Sobre Como Obtener Financiamiento para Su Negocio,01-LEC Dynamic,Staff,16,0,16,0,0
2066,WBRE  129 - 01   Wind Mitigation· 4 Point and Roof Certification· (Course ID 0000046) and (CIBL ID#0609132),01-LEC Dynamic,Staff,15,0,15,0,0
1420,WTCP  129 - 01   Game Development Essentials Level 1,01-LEC Dynamic,Staff,25,0,25,0,0
1655,RLDA  128 - 01   Salsa· Merengue· and Bachata - Intermediate,01-LEC Dynamic,Staff,25,0,25,0,0
3379,RLFS  128 - 01   Golf,01-LEC Dynamic,Staff,15,0,15,0,0
3380,RLFS  128 - 02   Golf,02-LEC Dynamic,Staff,15,0,15,0,0
3381,RLFS  128 - 03   Golf,03-LEC Dynamic,Staff,15,0,15,0,0
3382,RLFS  128 - 04   Golf,04-LEC Dynamic,Staff,15,0,15,0,0
1965,WBEB  128 - 01   Your Own Franchise,01-LEC Dynamic,Staff,20,0,20,0,0
1966,WBEB  128 - 02   Your Own Franchise,02-LEC Dynamic,Staff,20,0,20,0,0
2673,WBFI  128 - 01   Introducción al Análisis Técnico,01-LEC Dynamic,Staff,20,0,20,0,0
2032,WBRE  128 - 01   Uniform Standards of Professional Appraisal Practice (USPAP),01-LEC Dynamic,Staff,15,0,15,0,0
3540,WLEP  128 - 01   English Conversation 6,01-LEC Dynamic,Staff,16,0,16,0,0
3542,WLEP  128 - 02   English Conversation 6,02-LEC Dynamic,Staff,16,0,16,0,0
3854,WLFL  128 - 01   French Conversation - Beginners,01-LEC Dynamic,Staff,16,0,16,0,0
1573,WTVE  128 - 01   Final Cut Pro Level 2: Color Correction and Effects,01-LEC Dynamic,Staff,15,0,15,0,0
2946,RLMP  127 - 01   The Civic Chorale of Greater Miami,01-LEC Dynamic,Staff,20,0,20,0,0
1903,WBAB  127 - 01   Payroll Using QuickBooks,01-LEC Dynamic,Staff,15,0,15,0,0
1967,WBEB  127 - 01   Why People Buy,01-LEC Dynamic,Staff,20,0,20,0,0
2680,WBFI  127 - 01   Fundamentos de la Compra-Venta Activa de Acciones,01-LEC Dynamic,Staff,20,0,20,0,0
2898,WBRE  127 - 01   Repeat: Registered Trainee Appraiser,01-LEC Dynamic,Staff,16,0,16,0,0
1610,WCTR  127 - 01   Taller para Matricula Electronica,01-LEC Dynamic,Staff,25,0,25,0,0
1611,WCTR  127 - 02   Taller para Matricula Electronica,02-LEC Dynamic,Staff,25,0,25,0,0
1612,WCTR  127 - 03   Taller para Matricula Electronica,03-LEC Dynamic,Staff,25,0,25,0,0
1613,WCTR  127 - 04   Taller para Matricula Electronica,04-LEC Dynamic,Staff,25,0,25,0,0
1614,WCTR  127 - 05   Taller para Matricula Electronica,05-LEC Dynamic,Staff,25,0,25,0,0
2664,WCTR  127 - 06   Taller para Matricula Electronica,06-LEC Dynamic,Staff,30,0,30,0,0
2665,WCTR  127 - 07   Taller para Matricula Electronica,07-LEC Dynamic,Staff,30,0,30,0,0
2666,WCTR  127 - 08   Taller para Matricula Electronica,08-LEC Dynamic,Staff,30,0,30,0,0
2667,WCTR  127 - 09   Taller para Matricula Electronica,09-LEC Dynamic,Staff,30,0,30,0,0
2668,WCTR  127 - 10   Taller para Matricula Electronica,10-LEC Dynamic,Staff,30,0,30,0,0
2669,WCTR  127 - 11   Taller para Matricula Electronica,11-LEC Dynamic,Staff,30,0,30,0,0
1437,WLEP  127 - 01   English Conversation 5,01-LEC Dynamic,Staff,16,0,16,0,0
1983,WLEP  127 - 02   English Conversation 5,02-LEC Dynamic,Staff,30,0,30,0,0
2133,WTCA  127 - 01   Revit Certification Exam,01-LEC Dynamic,Staff,16,0,16,0,0
1040,WTCP  127 - 01   SQL - Structured Query Language,01-LEC Dynamic,Staff,25,0,25,0,0
1568,WTVE  127 - 01   Final Cut Pro Level 1: Editing Professional Video,01-LEC Dynamic,Staff,15,0,15,0,0
1654,RLDA  126 - 01   Salsa· Merengue and Bachata - Beginner,01-LEC Dynamic,Staff,15,0,15,0,0
2418,RLFD  126 - 01   Creative Floral Design for Home or Office,01-LEC Dynamic,Staff,16,0,16,8,0
3124,RLPH  126 - 01   Fotografía de Viaje,01-LEC Dynamic,Staff,30,0,30,0,0
2888,RLSC  126 - 01   55+ Conocimientos Básicos en Computación,01-LEC Dynamic,Staff,16,0,16,0,0
2047,WBAB  126 - 01   Payroll,01-LEC Dynamic,Staff,16,0,16,0,0
2492,WBAB  126 - 02   Payroll,02-LEC Dynamic,Staff,16,0,16,0,0
2493,WBAB  126 - 03   Payroll,03-LEC Dynamic,Staff,16,0,16,0,0
2847,WBCI  126 - 01   Skid Steer Loader Operator,01-LEC Dynamic,Staff,30,0,30,0,0
2849,WBCI  126 - 02   Skid Steer Loader Operator,02-LEC Dynamic,Staff,30,0,30,0,0
1968,WBEB  126 - 01   Using Experiential Retail to Beat the Competition,01-LEC Dynamic,Staff,20,0,20,0,0
2111,WBFI  126 - 01   Financial Strategies for Successful Retirement,01-LEC Dynamic,Staff,16,0,16,0,0
2028,WBRE  126 - 01   Registered Trainee Appraiser,01-LEC Dynamic,Staff,15,0,15,0,0
1188,WLEP  126 - 01   English Conversation 4 - 56 hrs,01-LEC Dynamic,Staff,25,0,25,0,0
1190,WLEP  126 - 02   English Conversation 4 - 56 hrs,02-LEC Dynamic,Staff,25,0,25,0,0
1416,WTCA  126 - 01   Revit MEP - Mechanical· Electrical and Plumbing,01-LEC Dynamic,Staff,20,0,20,0,0
1329,WTMO  126 - 01   Microsoft Excel for Small Businesses,01-LEC Dynamic,Staff,16,0,16,0,0
1645,RLAR  125 - 01   Joyería Hecha a Mano - Nivel 2,01-LEC Dynamic,Staff,20,0,20,0,0
3319,RLSC  125 - 01   55+ The Internet· Email and Social Media,01-LEC Dynamic,Staff,16,0,16,0,0
2490,WBAB  125 - 01   Nómina (Payroll),01-LEC Dynamic,Staff,16,0,16,0,0
1991,WBEB  125 - 01   Risk Management in Starting and Operating a Business,01-LEC Dynamic,Staff,20,0,20,0,0
2060,WBEB  125 - 02   Risk Management in Starting and Operating a Business,02-LEC Dynamic,Staff,16,0,16,0,0
3274,WBIE  125 - 01   Professional Freight Forwarding,01-LEC Dynamic,Staff,30,0,30,0,0
2139,WBRE  125 - 01   Real Estate Salesperson State Exam Review,01-LEC Dynamic,Staff,15,0,15,0,0
1436,WLEP  125 - 01   English Conversation 4 - 42 hrs,01-LEC Dynamic,Staff,16,0,16,0,0
1981,WLEP  125 - 02   English Conversation 4 - 42 hrs,02-LEC Dynamic,Staff,30,0,30,0,0
2562,WTBT  125 - 01   eBay - Vender y Ganar,01-LEC Dynamic,Staff,35,0,35,0,0
2564,WTBT  125 - 02   eBay - Vender y Ganar,02-LEC Dynamic,Staff,35,0,35,0,0
1783,WTCA  125 - 01   REVIT - Level 3,01-LEC Dynamic,Staff,20,0,20,0,0
1902,WTCA  125 - 02   REVIT - Level 3,02-LEC Dynamic,Staff,15,0,15,0,0
2555,WTCA  125 - 03   REVIT - Level 3,03-LEC Dynamic,Staff,15,0,15,0,0
1688,RLDA  124 - 01   Salsa - Intermediate,01-LEC Dynamic,Staff,20,0,20,0,0
1019,RLFL  124 - 01   Japanese Conversation 1,01-LEC Dynamic,Staff,25,0,25,0,0
2051,RLSC  124 - 01   55+ The Basics of Digital Imaging and the Internet,01-LEC Dynamic,Staff,20,0,20,0,0
2103,RLSC  124 - 02   55+ The Basics of Digital Imaging and the Internet,02-LEC Dynamic,Staff,20,0,20,0,0
3456,RLSC  124 - 03   55+ The Basics of Digital Imaging and the Internet,03-LEC Dynamic,Staff,16,0,16,0,0
3787,RLSC  124 - 04   55+ The Basics of Digital Imaging and the Internet,04-LEC Dynamic,Staff,30,0,30,0,0
2106,WBAB  124 - 01   Keyboarding/Typing I,01-LEC Dynamic,Staff,20,0,20,0,0
2108,WBAB  124 - 02   Keyboarding/Typing I,02-LEC Dynamic,Staff,25,0,25,0,0
3756,WBAB  124 - 03   Keyboarding/Typing I,03-LEC Dynamic,Staff,25,0,25,0,0
2851,WBCI  124 - 01   OSHA 30 for Construction Industry,01-LEC Dynamic,Staff,30,0,30,0,0
2852,WBCI  124 - 02   OSHA 30 for Construction Industry,02-LEC Dynamic,Staff,30,0,30,0,0
3584,WBEB  124 - 01   Marketing 101 - GHFC and EDC,01-LEC Dynamic,Staff,25,0,25,0,0
1343,WBIE  124 - 01   Professional Customs Processing,01-LEC Dynamic,Staff,20,0,20,0,0
2909,WBRE  124 - 01   Repeat - Real Estate Sales Associate License Exam Preparation,01-LEC Dynamic,Staff,30,0,30,0,0
2948,WBRE  124 - 02   Repeat - Real Estate Sales Associate License Exam Preparation,02-LEC Dynamic,Staff,30,0,30,0,0
2955,WBRE  124 - 03   Repeat - Real Estate Sales Associate License Exam Preparation,03-LEC Dynamic,Staff,30,0,30,0,0
1213,WLEP  124 - 01   English Conversation 3 - 21 hrs,01-LEC Dynamic,Staff,25,0,25,0,0
1214,WLEP  124 - 02   English Conversation 3 - 21 hrs,02-LEC Dynamic,Staff,25,0,25,0,0
1215,WLEP  124 - 03   English Conversation 3 - 21 hrs,03-LEC Dynamic,Staff,25,0,25,0,0
1217,WLEP  124 - 04   English Conversation 3 - 21 hrs,04-LEC Dynamic,Staff,25,0,25,0,0
1743,WTBT  124 - 01   eBay for Sellers,01-LEC Dynamic,Staff,20,0,20,0,0
1800,WTBT  124 - 02   eBay for Sellers,02-LEC Dynamic,Staff,20,0,20,0,0
1036,WTCA  124 - 01   REVIT - Level 2,01-LEC Dynamic,Staff,25,0,25,0,0
1776,WTCA  124 - 02   REVIT - Level 2,02-LEC Dynamic,Staff,20,0,20,0,0
1781,WTCA  124 - 03   REVIT - Level 2,03-LEC Dynamic,Staff,20,0,20,0,0
1896,WTCA  124 - 04   REVIT - Level 2,04-LEC Dynamic,Staff,15,0,15,0,0
2552,WTCA  124 - 05   REVIT - Level 2,05-LEC Dynamic,Staff,20,0,20,0,0
2553,WTCA  124 - 06   REVIT - Level 2,06-LEC Dynamic,Staff,20,0,20,0,0
3688,WTCA  124 - 07   REVIT - Level 2,07-LEC Dynamic,Staff,15,0,15,0,0
1742,WTDM  124 - 01   Rhino - Level 1,01-LEC Dynamic,Staff,20,0,20,0,0
1366,RLAR  123 - 01   Basic Jewelry Making,01-LEC Dynamic,Staff,30,0,30,0,0
3327,RLAR  123 - 02   Basic Jewelry Making,02-LEC Dynamic,Staff,30,0,30,10,0
3330,RLAR  123 - 03   Basic Jewelry Making,03-LEC Dynamic,Staff,30,0,30,0,0
1683,RLDA  123 - 01   Salsa for Beginners,01-LAB Dynamic,Staff,20,0,20,0,0
3281,RLFS  123 - 02   Fat Burning· Low Impact Group Exercise,02-LEC Dynamic,Staff,15,0,15,0,0
3282,RLFS  123 - 03   Fat Burning· Low Impact Group Exercise,03-LEC Dynamic,Staff,15,0,15,0,0
1379,RLPH  123 - 01   Photography in Black and White,01-LEC Dynamic,Staff,20,0,20,0,0
3128,RLPH  123 - 02   Photography in Black and White,02-LEC Dynamic,Staff,30,0,30,0,0
2000,RLSC  123 - 01   55+ Navegando la Computadora con Windows 8,01-LEC Dynamic,Staff,15,0,15,0,0
2010,RLSC  123 - 02   55+ Navegando la Computadora con Windows 8,02-LEC Dynamic,Staff,15,0,15,0,0
2041,WBAB  123 - 01   Keyboarding I,01-LEC Dynamic,Staff,16,0,16,0,0
1333,WBCI  123 - 01   OSHA 10 for Construction Industry,01-LEC Dynamic,Staff,30,0,30,0,0
2660,WBCI  123 - 02   OSHA 10 for Construction Industry,02-LEC Dynamic,Staff,30,0,30,0,0
2661,WBCI  123 - 03   OSHA 10 for Construction Industry,03-LEC Dynamic,Staff,30,0,30,0,0
3580,WBEB  123 - 01   HR 101 Policies and Procedures - GHFC and EDC,01-LEC Dynamic,Staff,25,0,25,0,0
1962,WBIE  123 - 01   Haciendo Negocios con Latinoamérica,01-LEC Dynamic,Staff,16,0,16,0,0
1017,WBRE  123 - 01   Real Estate Sales Associate License Exam Preparation,01-LEC Dynamic,Staff,25,0,25,0,0
2149,WBRE  123 - 02   Real Estate Sales Associate License Exam Preparation,02-LEC Dynamic,Staff,0,0,0,0,0
2152,WBRE  123 - 03   Real Estate Sales Associate License Exam Preparation,03-LEC Dynamic,Staff,15,0,15,0,0
3573,WBRE  123 - 04   Real Estate Sales Associate License Exam Preparation,04-LEC Dynamic,Staff,25,0,25,0,0
3574,WBRE  123 - 05   Real Estate Sales Associate License Exam Preparation,05-LEC Dynamic,Staff,25,0,25,0,0
1563,WCIS  123 - 01   Familia-Escuela y Comunidad,01-LEC Dynamic,Staff,25,0,25,0,0
1684,WCIS  123 - 02   Familia-Escuela y Comunidad,02-LEC Dynamic,Staff,25,0,25,0,0
2546,WCIS  123 - 03   Familia-Escuela y Comunidad,03-LEC Dynamic,Staff,30,0,30,0,0
1183,WLEP  123 - 01   English Conversation 3 - 56 hrs,01-LEC Dynamic,Staff,16,0,16,0,0
1185,WLEP  123 - 02   English Conversation 3 - 56 hrs,02-LEC Dynamic,Staff,25,0,25,0,0
2448,WLEP  123 - 03   English Conversation 3 - 56 hrs,03-LEC Dynamic,Staff,16,0,16,0,0
2449,WLEP  123 - 04   English Conversation 3 - 56 hrs,04-LEC Dynamic,Staff,16,0,16,0,0
2450,WLEP  123 - 05   English Conversation 3 - 56 hrs,05-LEC Dynamic,Staff,16,0,16,0,0
1727,WLFL  123 - 01   French 4,01-LEC Dynamic,Staff,30,0,30,0,0
2214,WLFL  123 - 02   French 4,02-LEC Dynamic,Staff,30,0,30,0,0
1973,WTCA  123 - 01   Dibujo Técnico (Drafting),01-LEC Dynamic,Staff,15,0,15,0,0
2248,WTDM  123 - 01   Graphic Design Specialist - Series,01-LEC Dynamic,Staff,20,0,20,0,0
3021,RLDA  122 - 01   Modern Dance - All levels,01-LEC Dynamic,Staff,15,0,15,0,0
3023,RLDA  122 - 02   Modern Dance - All levels,02-LEC Dynamic,Staff,15,0,15,0,0
3290,RLFS  122 - 01   Fencing - Intermediate/Advanced - Ages 8 & up,01-LEC Dynamic,Staff,15,0,15,0,0
3291,RLFS  122 - 02   Fencing - Intermediate/Advanced - Ages 8 & up,02-LEC Dynamic,Staff,15,0,15,0,0
3152,RLMP  122 - 01   Private Music 7 – ½ Hour Drums          ,01-LEC Dynamic,Staff,16,0,16,0,0
3157,RLMP  122 - 02   Private Music 7 – ½ Hour Drums          ,02-LEC Dynamic,Staff,16,0,16,0,0
3122,RLPD  122 - 01   Dibujo Básico,01-LEC Dynamic,Staff,30,0,30,0,0
2091,RLSC  122 - 01   55+ El Internet· Correo Electrónico y las Redes Sociales,01-LEC Dynamic,Staff,15,0,15,0,0
2095,RLSC  122 - 02   55+ El Internet· Correo Electrónico y las Redes Sociales,02-LEC Dynamic,Staff,15,0,15,0,0
2143,WBAB  122 - 01   Fundamentos De Contabilidad,01-LEC Dynamic,Staff,20,0,20,0,0
3115,WBCI  122 - 01   Mold Assessors,01-LEC Dynamic,Staff,30,0,30,0,0
3116,WBCI  122 - 02   Mold Assessors,02-LEC Dynamic,Staff,30,0,30,0,0
3579,WBEB  122 - 01   How to Write a Business Plan - GHFC and EDC,01-LEC Dynamic,Staff,25,0,25,0,0
2243,WBFI  122 - 01   Trade in the FOREX,01-LEC Dynamic,Staff,25,0,25,0,0
2308,WBIE  122 - 01   Logistics Management I,01-LEC Dynamic,Staff,25,0,25,0,0
1016,WBRE  122 - 01   Real Estate Sales Associate 63 Hours and Cram Course (Book Included),01-LEC Dynamic,Staff,25,0,25,0,0
2147,WBRE  122 - 02   Real Estate Sales Associate 63 Hours and Cram Course (Book Included),02-LEC Dynamic,Staff,15,0,15,0,0
3552,WBRE  122 - 03   Real Estate Sales Associate 63 Hours and Cram Course (Book Included),03-LEC Dynamic,Staff,16,0,16,0,0
3553,WBRE  122 - 04   Real Estate Sales Associate 63 Hours and Cram Course (Book Included),04-LEC Dynamic,Staff,16,0,16,0,0
3554,WBRE  122 - 05   Real Estate Sales Associate 63 Hours and Cram Course (Book Included),05-LEC Dynamic,Staff,16,0,16,0,0
3571,WBRE  122 - 06   Real Estate Sales Associate 63 Hours and Cram Course (Book Included),06-LEC Dynamic,Staff,25,0,25,0,0
1435,WLEP  122 - 01   English Conversation 3 - 42 hrs,01-LEC Dynamic,Staff,16,0,16,0,0
1980,WLEP  122 - 02   English Conversation 3 - 42 hrs,02-LEC Dynamic,Staff,30,0,30,0,0
2363,WLEP  122 - 03   English Conversation 3 - 42 hrs,03-LEC Dynamic,Staff,16,0,16,0,0
2364,WLEP  122 - 04   English Conversation 3 - 42 hrs,04-LEC Dynamic,Staff,16,0,16,0,0
1725,WLFL  122 - 01   French 3,01-LEC Dynamic,Staff,30,0,30,0,0
2213,WLFL  122 - 02   French 3,02-LEC Dynamic,Staff,30,0,30,0,0
2557,WTDM  122 - 01   Developing a Successful Social Media Campaign for Your Business,01-LEC Dynamic,Staff,16,0,16,0,0
3439,WTDM  122 - 02   Developing a Successful Social Media Campaign for Your Business,02-LEC Dynamic,Staff,30,0,30,0,0
1795,WTNT  122 - 01   My Tablet and Me - Android,01-LEC Dynamic,Staff,20,0,20,0,0
1876,WTNT  122 - 02   My Tablet and Me - Android,02-LEC Dynamic,Staff,20,0,20,0,0
1787,WTWD  122 - 01   CSS Techniques (Cascading Style Sheets),01-LEC Dynamic,Staff,20,0,20,0,0
1247,RLCP  121 - 01   SAT Test Preparation,01-LEC Dynamic,Staff,30,0,30,0,0
1250,RLCP  121 - 02   SAT Test Preparation,02-LEC Dynamic,Staff,30,0,30,0,0
2887,RLCP  121 - 03   SAT Test Preparation,03-LEC Dynamic,Staff,30,0,30,0,0
2890,RLCP  121 - 04   SAT Test Preparation,04-LEC Dynamic,Staff,30,0,30,0,0
2893,RLCP  121 - 05   SAT Test Preparation,05-LEC Dynamic,Staff,30,0,30,0,0
2894,RLCP  121 - 06   SAT Test Preparation,06-LEC Dynamic,Staff,30,0,30,0,0
3778,RLCP  121 - 07   SAT Test Preparation,07-LEC Dynamic,Staff,30,0,30,0,0
2994,RLKC  121 - 01   Keyboarding and Microsoft Office Basics for Kids (Ages 7-11),01-LEC Dynamic,Staff,15,0,15,0,0
2997,RLKC  121 - 02   Keyboarding and Microsoft Office Basics for Kids (Ages 7-11),02-LEC Dynamic,Staff,15,0,15,0,0
3151,RLMP  121 - 01   Private Music 7 – 1 Hour Drums            ,01-LEC Dynamic,Staff,16,0,16,0,0
3153,RLMP  121 - 02   Private Music 7 – 1 Hour Drums            ,02-LEC Dynamic,Staff,16,0,16,0,0
2105,RLOS  121 - 01   Credit Repair,01-LEC Dynamic,Staff,16,0,16,0,0
2089,RLSC  121 - 01   55+ Comuníquese utilizando WhatsApp y Skype,01-LEC Dynamic,Staff,15,0,15,0,0
2023,WBAB  121 - 01   Administrative Assistant,01-LEC Dynamic,Staff,20,0,20,0,0
2924,WBAB  121 - 02   Administrative Assistant,02-LEC Dynamic,Staff,16,0,16,0,0
3586,WBAB  121 - 03   Administrative Assistant,03-LEC Dynamic,Staff,25,0,25,0,0
2959,WBEB  121 - 01   Estrategias Exitosas para Nuevos Negocios,01-LEC Dynamic,Staff,35,0,35,0,0
1142,WBFI  121 - 01   The World of Investing,01-LEC Dynamic,Staff,16,0,16,0,0
2353,WBIE  121 - 01   Logística Administrativa II,01-LEC Dynamic,Staff,25,0,25,0,0
1315,WBRE  121 - 01   Buying Distressed Properties,01-LEC Dynamic,Staff,30,0,30,0,0
2142,WBRE  121 - 02   Buying Distressed Properties,02-LEC Dynamic,Staff,30,0,30,0,0
1201,WLEP  121 - 01   English Conversation 2 - 21 hrs,01-LEC Dynamic,Staff,25,0,25,0,0
1203,WLEP  121 - 02   English Conversation 2 - 21 hrs,02-LEC Dynamic,Staff,25,0,25,0,0
1207,WLEP  121 - 03   English Conversation 2 - 21 hrs,03-LEC Dynamic,Staff,25,0,25,0,0
1209,WLEP  121 - 04   English Conversation 2 - 21 hrs,04-LEC Dynamic,Staff,25,0,25,0,0
1724,WLFL  121 - 01   French 2,01-LEC Dynamic,Staff,30,0,30,0,0
2212,WLFL  121 - 02   French 2,02-LEC Dynamic,Staff,30,0,30,0,0
3672,WTDM  121 - 01   Amazon for Sellers,01-LEC Dynamic,Staff,16,0,16,0,0
3342,WTWI  121 - 01   Configuring Windows 8.1 - 70-687,01-LEC Dynamic,Staff,16,0,16,0,0
1253,RLCP  120 - 01   SAT Read/Write,01-LEC Dynamic,Staff,30,0,30,0,0
1262,RLCP  120 - 02   SAT Read/Write,02-LEC Dynamic,Staff,30,0,30,0,0
1263,RLCP  120 - 03   SAT Read/Write,03-LEC Dynamic,Staff,30,0,30,0,0
2459,RLCP  120 - 04   SAT Read/Write,04-LEC Dynamic,Staff,30,0,30,0,0
2591,RLCP  120 - 05   SAT Read/Write,05-LEC Dynamic,Staff,30,0,30,0,0
2592,RLCP  120 - 06   SAT Read/Write,06-LEC Dynamic,Staff,30,0,30,0,0
3592,RLEC  120 - 01   Service Learning,01-LEC Dynamic,Staff,15,0,15,0,0
3149,RLMP  120 - 01   Private Music 14 – 1 Hour Drums          ,01-LEC Dynamic,Staff,16,0,16,0,0
2109,RLOS  120 - 01   Aprenda a Reparar Su Crédito,01-LEC Dynamic,Staff,16,0,16,0,0
1989,RLSC  120 - 01   55+ Internet and Email,01-LEC Dynamic,Staff,15,0,15,0,0
1994,RLSC  120 - 02   55+ Internet and Email,02-LEC Dynamic,Staff,15,0,15,0,0
2741,RLTH  120 - 01   Teatro para Principiantes,01-LEC Dynamic,Staff,20,0,20,0,0
2744,RLTH  120 - 02   Teatro para Principiantes,02-LEC Dynamic,Staff,20,0,20,0,0
3576,WBEB  120 - 01   Customer Service - GHFC and EDC,01-LEC Dynamic,Staff,25,0,25,0,0
1140,WBFI  120 - 01   Technical Analysis,01-LEC Dynamic,Staff,20,0,20,0,0
2352,WBIE  120 - 01   Logística Administrativa I,01-LEC Dynamic,Staff,25,0,25,0,0
3425,WBIE  120 - 02   Logística Administrativa I,02-LEC Dynamic,Staff,30,0,30,0,0
1018,WBRE  120 - 01   Real Estate Sales Associate Pre-License and State Exam Prep - Hybrid Course,01-LEC Dynamic,Staff,30,0,30,0,0
1179,WLEP  120 - 01   English Conversation 2 - 56 hrs,01-LEC Dynamic,Staff,25,0,25,0,0
1181,WLEP  120 - 02   English Conversation 2 - 56 hrs,02-LEC Dynamic,Staff,25,0,25,0,0
2446,WLEP  120 - 03   English Conversation 2 - 56 hrs,03-LEC Dynamic,Staff,16,0,16,0,0
2447,WLEP  120 - 04   English Conversation 2 - 56 hrs,04-LEC Dynamic,Staff,16,0,16,0,0
1723,WLFL  120 - 01   French 1,01-LEC Dynamic,Staff,30,0,30,0,0
2211,WLFL  120 - 02   French 1,02-LEC Dynamic,Staff,30,0,30,0,0
1516,WTCA  120 - 01   Construction Drafting Series,01-LEC Dynamic,Staff,25,0,25,0,0
2537,WTDM  120 - 01   Adobe Photoshop CS6 Level 1,01-LEC Dynamic,Staff,16,0,16,0,0
2536,WTDM  120 - 02   Adobe Photoshop CS6 Level 1,02-LEC Dynamic,Staff,16,0,16,0,0
1470,WTNT  120 - 01   Computers and Windows 8,01-LEC Dynamic,Staff,15,0,15,0,0
1512,WTNT  120 - 02   Computers and Windows 8,02-LEC Dynamic,Staff,15,0,15,0,0
1587,WTNT  120 - 03   Computers and Windows 8,03-LEC Dynamic,Staff,20,0,20,0,0
1753,WTNT  120 - 04   Computers and Windows 8,04-LEC Dynamic,Staff,20,0,20,0,0
3752,WTNT  120 - 05   Computers and Windows 8,05-LEC Dynamic,Staff,25,0,25,0,0
3753,WTNT  120 - 06   Computers and Windows 8,06-LEC Dynamic,Staff,25,0,25,0,0
3754,WTNT  120 - 07   Computers and Windows 8,07-LEC Dynamic,Staff,25,0,25,0,0
3755,WTNT  120 - 08   Computers and Windows 8,08-LEC Dynamic,Staff,25,0,25,0,0
3474,WTWI  120 - 01   Configuring Advanced Windows Server 2012 Services (70-412),01-LEC Dynamic,Staff,16,0,16,0,0
2323,RLAC  119 - 01   Swimming Placement Test,01-LEC Dynamic,Staff,8,0,8,0,0
2324,RLAC  119 - 02   Swimming Placement Test,02-LEC Dynamic,Staff,8,0,8,0,0
2325,RLAC  119 - 03   Swimming Placement Test,03-LEC Dynamic,Staff,8,0,8,0,0
1252,RLCP  119 - 01   SAT Math,01-LEC Dynamic,Staff,30,0,30,0,0
2458,RLCP  119 - 02   SAT Math,02-LEC Dynamic,Staff,30,0,30,0,0
2589,RLCP  119 - 03   SAT Math,03-LEC Dynamic,Staff,30,0,30,0,0
2590,RLCP  119 - 04   SAT Math,04-LEC Dynamic,Staff,30,0,30,0,0
2843,RLDA  119 - 01   Latin Dancing (Salsa· Casino· Rueda),01-LEC Dynamic,Staff,40,0,40,0,0
3591,RLEC  119 - 01   Service Learning,01-LEC Dynamic,Staff,15,0,15,0,0
3287,RLFS  119 - 01   Fencing - Beginners (Ages 8 and up),01-LEC Dynamic,Staff,15,0,15,0,0
3289,RLFS  119 - 02   Fencing - Beginners (Ages 8 and up),02-LEC Dynamic,Staff,15,0,15,0,0
3150,RLMP  119 - 01   Private Music 14 – ½ Hour Drums        ,01-LEC Dynamic,Staff,16,0,16,0,0
3547,RLPH  119 - 01   The Night  and Architecture - Digital Photography,01-LEC Dynamic,Staff,16,0,16,0,0
1006,WBAB  119 - 01   Small Business Accounting,01-LEC Dynamic,Staff,25,0,25,0,0
2506,WBEB  119 - 01   Creating the Future,01-LEC Dynamic,Staff,16,0,16,0,0
3226,WBEB  119 - 02   Creating the Future,02-LEC Dynamic,Staff,16,0,16,0,0
2369,WBFI  119 - 01   Options Plain and Simple Part II,01-LEC Dynamic,Staff,25,0,25,0,0
3572,WBRE  119 - 01   Real Estate Sales Essentials 101,01-LEC Dynamic,Staff,25,0,25,0,0
1434,WLEP  119 - 01   English Conversation 2 - 42 hrs,01-LEC Dynamic,Staff,16,0,16,0,0
1979,WLEP  119 - 02   English Conversation 2 - 42 hrs,02-LEC Dynamic,Staff,30,0,30,0,0
2361,WLEP  119 - 03   English Conversation 2 - 42 hrs,03-LEC Dynamic,Staff,16,0,16,0,0
2362,WLEP  119 - 04   English Conversation 2 - 42 hrs,04-LEC Dynamic,Staff,16,0,16,0,0
1035,WTCA  119 - 01   REVIT - Level 1,01-LEC Dynamic,Staff,25,0,25,0,0
1415,WTCA  119 - 02   REVIT - Level 1,02-LEC Dynamic,Staff,20,0,20,0,0
1589,WTCA  119 - 03   REVIT - Level 1,03-LEC Dynamic,Staff,20,0,20,0,0
1778,WTCA  119 - 04   REVIT - Level 1,04-LEC Dynamic,Staff,20,0,20,0,0
1898,WTCA  119 - 05   REVIT - Level 1,05-LEC Dynamic,Staff,15,0,15,0,0
3038,WTCA  119 - 06   REVIT - Level 1,06-LEC Dynamic,Staff,16,0,16,0,0
2550,WTCA  119 - 07   REVIT - Level 1,07-LEC Dynamic,Staff,20,0,20,0,0
