Class Number, Campus, Class Name, Section Name, Instructor, Capacity, Enrolled, Available Seats, Wait List Capacity, Wait List Total
1316,Kendall Campus,WLEP  173 - 02   Intensive English 5,02-LEC Dynamic,Staff,30,0,30,0,0
1317,Kendall Campus,WLEP  173 - 03   Intensive English 5,03-LEC Dynamic,Staff,30,0,30,0,0
2761,North Campus,WLEP  173 - 04   Intensive English 5,04-LEC Dynamic,Staff,30,0,30,0,0
2764,North Campus,WLEP  173 - 05   Intensive English 5,05-LEC Dynamic,Staff,30,0,30,0,0
2773,North Campus,WLEP  173 - 06   Intensive English 5,06-LEC Dynamic,Staff,30,0,30,0,0
2775,North Campus,WLEP  173 - 07   Intensive English 5,07-LEC Dynamic,Staff,30,0,30,0,0
1697,Wolfson Campus,WLFL  173 - 01   La Alegria de Leer,01-LEC Dynamic,Staff,30,0,30,0,0
2430,Hialeah Campus,WLFL  173 - 03   La Alegria de Leer,03-LEC Dynamic,Staff,30,0,30,0,0
2431,Hialeah Campus,WLFL  173 - 04   La Alegria de Leer,04-LEC Dynamic,Staff,30,0,30,0,0
1032,Homestead Campus,WTMO  173 - 01   Microsoft Word 2013 Level 2,01-LEC Dynamic,Staff,25,0,25,0,0
2116,Kendall Campus,WTMO  173 - 02   Microsoft Word 2013 Level 2,02-LEC Dynamic,Staff,15,0,15,0,0
3662,North Campus,WTMO  173 - 03   Microsoft Word 2013 Level 2,03-LEC Dynamic,Staff,16,0,16,0,0
3206,Kendall Campus,RLMP  172 - 01   Private Music 7 – ½ Hour Violin            ,01-LEC Dynamic,Staff,16,0,16,0,0
3208,Kendall Campus,RLMP  172 - 02   Private Music 7 – ½ Hour Violin            ,02-LEC Dynamic,Staff,16,0,16,0,0
2423,West Campus,WLEP  172 - 01   Intensive English 1,01-LEC Dynamic,Staff,30,0,30,0,0
1095,Kendall Campus,WLFL  172 - 01   Japanese 2 (21 Hours),01-LEC Dynamic,Staff,25,0,25,0,0
1031,Homestead Campus,WTMO  172 - 01   Microsoft Word 2013 Level 1,01-LEC Dynamic,Staff,25,0,25,0,0
2112,Kendall Campus,WTMO  172 - 02   Microsoft Word 2013 Level 1,02-LEC Dynamic,Staff,15,0,15,0,0
2113,Kendall Campus,WTMO  172 - 03   Microsoft Word 2013 Level 1,03-LEC Dynamic,Staff,15,0,15,0,0
3661,North Campus,WTMO  172 - 04   Microsoft Word 2013 Level 1,04-LEC Dynamic,Staff,16,0,16,0,0
3202,Kendall Campus,RLMP  171 - 01   Private Music 14 – ½ Hour Violin         ,01-LEC Dynamic,Staff,16,0,16,0,0
2644,West Campus,WLEP  171 - 01   Intensive English 2,01-LEC Dynamic,Staff,30,0,30,0,0
1912,Wolfson Campus,WTMO  171 - 01   Microsoft Word 2013 - Basic,01-LEC Dynamic,Staff,20,0,20,0,0
3200,Kendall Campus,RLMP  170 - 01   Private Music 14 – 1 Hour Violin           ,01-LEC Dynamic,Staff,16,0,16,0,0
2645,West Campus,WLEP  170 - 01   Intensive English 3,01-LEC Dynamic,Staff,30,0,30,0,0
1752,Wolfson Campus,WLFL  169 - 01   Japanese 2 (28 Hours),01-LEC Dynamic,Staff,30,0,30,0,0
2222,Wolfson Campus,WLFL  169 - 02   Japanese 2 (28 Hours),02-LEC Dynamic,Staff,30,0,30,0,0
3010,Kendall Campus,RLKC  168 - 01   Microsoft Basic Publisher (Ages 12-16),01-LEC Dynamic,Staff,15,0,15,0,0
1165,Kendall Campus,WLEP  168 - 01   Coffee and Conversation - Intermediate (28 hours),01-LEC Dynamic,Staff,25,0,25,0,0
1166,Kendall Campus,WLEP  168 - 02   Coffee and Conversation - Intermediate (28 hours),02-LEC Dynamic,Staff,25,0,25,0,0
1469,Wolfson Campus,WLEP  168 - 03   Coffee and Conversation - Intermediate (28 hours),03-LEC Dynamic,Staff,16,0,16,0,0
1998,Wolfson Campus,WLEP  168 - 04   Coffee and Conversation - Intermediate (28 hours),04-LEC Dynamic,Staff,30,0,30,0,0
1748,Wolfson Campus,WLFL  168 - 01   Japanese 1 (28 Hours),01-LEC Dynamic,Staff,30,0,30,0,0
2221,Wolfson Campus,WLFL  168 - 02   Japanese 1 (28 Hours),02-LEC Dynamic,Staff,30,0,30,0,0
3631,Kendall Campus,WCTR  167 - 01   Language and Literacy: Best Practices,01-LEC Dynamic,Staff,20,0,20,0,0
1465,Wolfson Campus,WLEP  167 - 01   Coffee and Conversation - Intermediate,01-LEC Dynamic,Staff,16,0,16,0,0
1995,Wolfson Campus,WLEP  167 - 02   Coffee and Conversation - Intermediate,02-LEC Dynamic,Staff,30,0,30,0,0
1094,Kendall Campus,WLFL  167 - 01   Japanese 1 (21 hrs),01-LEC Dynamic,Staff,20,0,20,0,0
2092,Kendall Campus,WTNT  167 - 01   Microsoft Windows 8 - Avanzado,01-LEC Dynamic,Staff,15,0,15,0,0
1461,Wolfson Campus,WLEP  166 - 01   Coffee and Conversation - Beginners (28 hours),01-LEC Dynamic,Staff,16,0,16,0,0
1993,Wolfson Campus,WLEP  166 - 02   Coffee and Conversation - Beginners (28 hours),02-LEC Dynamic,Staff,30,0,30,0,0
2090,Kendall Campus,WTNT  166 - 01   Microsoft Windows 8 - Advanced,01-LEC Dynamic,Staff,15,0,15,0,0
1106,Kendall Campus,WLEP  165 - 01   American Sign Language 2,01-LEC Dynamic,Staff,25,0,25,0,0
2813,North Campus,WLEP  165 - 02   American Sign Language 2,02-LEC Dynamic,Staff,16,0,16,0,0
2815,North Campus,WLEP  165 - 03   American Sign Language 2,03-LEC Dynamic,Staff,16,0,16,0,0
3707,Wolfson Campus,WLEP  165 - 04   American Sign Language 2,04-LEC Dynamic,Staff,30,0,30,0,0
1093,Kendall Campus,WLFL  164 - 01   Italian 5 - Intensive,01-LEC Dynamic,Staff,25,0,25,0,0
1905,Wolfson Campus,WTMO  164 - 01   Microsoft Project 2013 - Basic,01-LEC Dynamic,Staff,20,0,20,0,0
1104,Kendall Campus,WLEP  163 - 01   American Sign Language 1,01-LEC Dynamic,Staff,25,0,25,0,0
1292,Homestead Campus,WLEP  163 - 02   American Sign Language 1,02-LEC Dynamic,Staff,25,0,25,0,0
1935,Wolfson Campus,WLEP  163 - 03   American Sign Language 1,03-LEC Dynamic,Staff,30,0,30,0,0
2266,Wolfson Campus,WLEP  163 - 04   American Sign Language 1,04-LEC Dynamic,Staff,25,0,25,0,0
2811,North Campus,WLEP  163 - 05   American Sign Language 1,05-LEC Dynamic,Staff,16,0,16,0,0
2818,North Campus,WLEP  163 - 06   American Sign Language 1,06-LEC Dynamic,Staff,16,0,16,0,0
1780,Wolfson Campus,WLFL  163 - 01   Italian 4 - Intensive,01-LEC Dynamic,Staff,30,0,30,0,0
2230,Wolfson Campus,WLFL  163 - 02   Italian 4 - Intensive,02-LEC Dynamic,Staff,30,0,30,0,0
1030,Homestead Campus,WTMO  163 - 01   Microsoft PowerPoint 2013,01-LEC Dynamic,Staff,25,0,25,0,0
2110,Kendall Campus,WTMO  163 - 02   Microsoft PowerPoint 2013,02-LEC Dynamic,Staff,15,0,15,0,0
3660,North Campus,WTMO  163 - 03   Microsoft PowerPoint 2013,03-LEC Dynamic,Staff,16,0,16,0,0
1092,Kendall Campus,WLFL  162 - 01   Italian 3 - Intensive,01-LEC Dynamic,Staff,25,0,25,0,0
1777,Wolfson Campus,WLFL  162 - 02   Italian 3 - Intensive,02-LEC Dynamic,Staff,30,0,30,0,0
2229,Wolfson Campus,WLFL  162 - 03   Italian 3 - Intensive,03-LEC Dynamic,Staff,30,0,30,0,0
1029,Homestead Campus,WTMO  162 - 01   Microsoft Outlook 2013,01-LEC Dynamic,Staff,25,0,25,0,0
2107,Kendall Campus,WTMO  162 - 02   Microsoft Outlook 2013,02-LEC Dynamic,Staff,15,0,15,0,0
3659,North Campus,WTMO  162 - 03   Microsoft Outlook 2013,03-LEC Dynamic,Staff,16,0,16,0,0
2988,Kendall Campus,RLKC  161 - 01   Dynamic Presentation Using MS PowerPoint (Ages 7 - 11),01-LEC Dynamic,Staff,16,0,16,0,0
2991,Kendall Campus,RLKC  161 - 02   Dynamic Presentation Using MS PowerPoint (Ages 7 - 11),02-LEC Dynamic,Staff,16,0,16,0,0
1083,Kendall Campus,WLEP  161 - 01   Advanced Listening and Speaking Skills,01-LEC Dynamic,Staff,16,0,16,0,0
1128,Kendall Campus,WLEP  161 - 02   Advanced Listening and Speaking Skills,02-LEC Dynamic,Staff,25,0,25,0,0
1091,Kendall Campus,WLFL  161 - 01   Italian 2 - Intensive,01-LEC Dynamic,Staff,25,0,25,0,0
1774,Wolfson Campus,WLFL  161 - 02   Italian 2 - Intensive,02-LEC Dynamic,Staff,30,0,30,0,0
2228,Wolfson Campus,WLFL  161 - 03   Italian 2 - Intensive,03-LEC Dynamic,Staff,30,0,30,0,0
1892,Wolfson Campus,WTMO  161 - 01   Microsoft Office 2013 Intermediate: Word· Excel and PowerPoint,01-LEC Dynamic,Staff,20,0,20,0,0
1914,Wolfson Campus,WTMO  161 - 02   Microsoft Office 2013 Intermediate: Word· Excel and PowerPoint,02-LEC Dynamic,Staff,20,0,20,0,0
3651,North Campus,WTMO  161 - 03   Microsoft Office 2013 Intermediate: Word· Excel and PowerPoint,03-LEC Dynamic,Staff,16,0,16,0,0
3652,North Campus,WTMO  161 - 04   Microsoft Office 2013 Intermediate: Word· Excel and PowerPoint,04-LEC Dynamic,Staff,16,0,16,0,0
3653,North Campus,WTMO  161 - 05   Microsoft Office 2013 Intermediate: Word· Excel and PowerPoint,05-LEC Dynamic,Staff,16,0,16,0,0
2400,North Campus,RLFS  160 - 01   Soccer Beginners (Ages 4 - 6),01-LEC Dynamic,Staff,16,0,16,5,0
2401,North Campus,RLFS  160 - 02   Soccer Beginners (Ages 4 - 6),02-LEC Dynamic,Staff,16,0,16,0,0
3215,Kendall Campus,RLMP  160 - 01   Private Music 7 – 1 Hour Sibling            ,01-LEC Dynamic,Staff,16,0,16,0,0
3219,Kendall Campus,RLMP  160 - 02   Private Music 7 – 1 Hour Sibling            ,02-LEC Dynamic,Staff,16,0,16,0,0
2164,Wolfson Campus,WLEP  160 - 01   Advanced Listening and Conversation 2 - 42 hr,01-LEC Dynamic,Staff,30,0,30,0,0
2165,Wolfson Campus,WLEP  160 - 02   Advanced Listening and Conversation 2 - 42 hr,02-LEC Dynamic,Staff,30,0,30,0,0
1090,Kendall Campus,WLFL  160 - 01   Italian 1 - Intensive,01-LEC Dynamic,Staff,25,0,25,0,0
1768,Wolfson Campus,WLFL  160 - 02   Italian 1 - Intensive,02-LEC Dynamic,Staff,30,0,30,0,0
2227,Wolfson Campus,WLFL  160 - 03   Italian 1 - Intensive,03-LEC Dynamic,Staff,30,0,30,0,0
1904,Wolfson Campus,WTMO  160 - 01   Microsoft Office 2013 Basic: Word· Excel and PowerPoint,01-LEC Dynamic,Staff,20,0,20,0,0
1913,Wolfson Campus,WTMO  160 - 02   Microsoft Office 2013 Basic: Word· Excel and PowerPoint,02-LEC Dynamic,Staff,20,0,20,0,0
2529,West Campus,WTMO  160 - 03   Microsoft Office 2013 Basic: Word· Excel and PowerPoint,03-LEC Dynamic,Staff,35,0,35,0,0
2530,West Campus,WTMO  160 - 04   Microsoft Office 2013 Basic: Word· Excel and PowerPoint,04-LEC Dynamic,Staff,35,0,35,0,0
3275,Kendall Campus,WTMO  160 - 05   Microsoft Office 2013 Basic: Word· Excel and PowerPoint,05-LEC Dynamic,Staff,16,0,16,0,0
3276,Kendall Campus,WTMO  160 - 06   Microsoft Office 2013 Basic: Word· Excel and PowerPoint,06-LEC Dynamic,Staff,16,0,16,0,0
3295,North Campus,RLFS  159 - 01   Karate – Shuri Ryu (16-Adult),01-LEC Dynamic,Staff,30,0,30,10,0
3216,Kendall Campus,RLMP  159 - 01   Private Music 7 – ½ Hour Sibling          ,01-LEC Dynamic,Staff,16,0,16,0,0
3220,Kendall Campus,RLMP  159 - 02   Private Music 7 – ½ Hour Sibling          ,02-LEC Dynamic,Staff,16,0,16,0,0
2398,North Campus,RLFS  158 - 01   Karate – Shuri Ryu (Ages 16 - Adult),01-LEC Dynamic,Staff,30,0,30,10,0
3212,Kendall Campus,RLMP  158 - 01   Private Music 14 – ½ Hour Sibling        ,01-LEC Dynamic,Staff,16,0,16,0,0
3011,Hialeah Campus,WLEP  158 - 01   Advanced Listening and Conversation 2 - 56 hr,01-LEC Dynamic,Staff,30,0,30,0,0
3013,Hialeah Campus,WLEP  158 - 02   Advanced Listening and Conversation 2 - 56 hr,02-LEC Dynamic,Staff,16,0,16,0,0
1916,Wolfson Campus,WTMO  158 - 01   Microsoft Office 2013 Básico: Word· Excel y PowerPoint,01-LEC Dynamic,Staff,20,0,20,0,0
2568,West Campus,WTMO  158 - 02   Microsoft Office 2013 Básico: Word· Excel y PowerPoint,02-LEC Dynamic,Staff,35,0,35,0,0
2570,West Campus,WTMO  158 - 03   Microsoft Office 2013 Básico: Word· Excel y PowerPoint,03-LEC Dynamic,Staff,16,0,16,0,0
2970,Hialeah Campus,WTMO  158 - 04   Microsoft Office 2013 Básico: Word· Excel y PowerPoint,04-LEC Dynamic,Staff,16,0,16,0,0
2971,Hialeah Campus,WTMO  158 - 05   Microsoft Office 2013 Básico: Word· Excel y PowerPoint,05-LEC Dynamic,Staff,16,0,16,0,0
3331,Kendall Campus,WTMO  158 - 06   Microsoft Office 2013 Básico: Word· Excel y PowerPoint,06-LEC Dynamic,Staff,16,0,16,0,0
3340,Kendall Campus,WTMO  158 - 07   Microsoft Office 2013 Básico: Word· Excel y PowerPoint,07-LEC Dynamic,Staff,16,0,16,0,0
3341,Kendall Campus,WTMO  158 - 08   Microsoft Office 2013 Básico: Word· Excel y PowerPoint,08-LEC Dynamic,Staff,16,0,16,0,0
3628,North Campus,WTMO  158 - 09   Microsoft Office 2013 Básico: Word· Excel y PowerPoint,09-LEC Dynamic,Staff,16,0,16,0,0
3629,North Campus,WTMO  158 - 10   Microsoft Office 2013 Básico: Word· Excel y PowerPoint,10-LEC Dynamic,Staff,16,0,16,0,0
3630,North Campus,WTMO  158 - 11   Microsoft Office 2013 Básico: Word· Excel y PowerPoint,11-LEC Dynamic,Staff,16,0,16,0,0
1261,Homestead Campus,RLFS  157 - 01   Self Defense,01-LEC Dynamic,Staff,25,0,25,0,0
2985,Kendall Campus,RLKC  156 - 01   Microsoft Basic Excel (Ages 7-11),01-LEC Dynamic,Staff,15,0,15,0,0
3009,Kendall Campus,RLKC  156 - 02   Microsoft Basic Excel (Ages 7-11),02-LEC Dynamic,Staff,15,0,15,0,0
1491,Wolfson Campus,WLEP  156 - 01   Advanced Listening and Conversation 1- 42hr,01-LEC Dynamic,Staff,16,0,16,0,0
1494,Wolfson Campus,WLEP  156 - 02   Advanced Listening and Conversation 1- 42hr,02-LEC Dynamic,Staff,16,0,16,0,0
1766,Wolfson Campus,WLFL  156 - 01   Italian 4,01-LEC Dynamic,Staff,30,0,30,0,0
2226,Wolfson Campus,WLFL  156 - 02   Italian 4,02-LEC Dynamic,Staff,30,0,30,0,0
1676,Kendall Campus,WCIS  155 - 01   CDA National Prep,01-LEC Dynamic,Staff,25,0,25,0,0
3007,Hialeah Campus,WLEP  155 - 01   Advanced Listening and Conversation 1 - 56 hr,01-LEC Dynamic,Staff,30,0,30,0,0
3008,Hialeah Campus,WLEP  155 - 02   Advanced Listening and Conversation 1 - 56 hr,02-LEC Dynamic,Staff,16,0,16,0,0
1764,Wolfson Campus,WLFL  155 - 01   Italian 3,01-LEC Dynamic,Staff,30,0,30,0,0
2225,Wolfson Campus,WLFL  155 - 02   Italian 3,02-LEC Dynamic,Staff,30,0,30,0,0
2123,Kendall Campus,WTMO  155 - 01   Microsoft Excel 2013 - Nivel 1,01-LEC Dynamic,Staff,15,0,15,0,0
3030,Hialeah Campus,WCIS  154 - 01   Aplicaciones Practicas de los Requisitos de VPK,01-LEC Dynamic,Staff,30,0,30,0,0
1082,Kendall Campus,WLEP  154 - 01   Intensive English 6 - 56 hrs,01-LEC Dynamic,Staff,30,0,30,0,0
1160,Kendall Campus,WLEP  154 - 02   Intensive English 6 - 56 hrs,02-LEC Dynamic,Staff,30,0,30,0,0
2805,North Campus,WLEP  154 - 03   Intensive English 6 - 56 hrs,03-LEC Dynamic,Staff,30,0,30,0,0
2807,North Campus,WLEP  154 - 04   Intensive English 6 - 56 hrs,04-LEC Dynamic,Staff,30,0,30,0,0
1762,Wolfson Campus,WLFL  154 - 01   Italian 2,01-LEC Dynamic,Staff,30,0,30,0,0
2224,Wolfson Campus,WLFL  154 - 02   Italian 2,02-LEC Dynamic,Staff,30,0,30,0,0
1028,Homestead Campus,WTMO  154 - 01   Microsoft Excel 2013 Level 2,01-LEC Dynamic,Staff,25,0,25,0,0
2104,Kendall Campus,WTMO  154 - 02   Microsoft Excel 2013 Level 2,02-LEC Dynamic,Staff,15,0,15,0,0
3658,North Campus,WTMO  154 - 04   Microsoft Excel 2013 Level 2,04-LEC Dynamic,Staff,16,0,16,0,0
3177,Kendall Campus,RLMP  153 - 01   Private Music 7 – ½ Hour Piano            ,01-LEC Dynamic,Staff,16,0,16,0,0
3180,Kendall Campus,RLMP  153 - 02   Private Music 7 – ½ Hour Piano            ,02-LEC Dynamic,Staff,16,0,16,0,0
3187,Kendall Campus,RLMP  153 - 03   Private Music 7 – ½ Hour Piano            ,03-LEC Dynamic,Staff,16,0,16,0,0
1081,Kendall Campus,WLEP  153 - 01   Intensive English 4 - 56 hrs,01-LEC Dynamic,Staff,30,0,30,0,0
1156,Kendall Campus,WLEP  153 - 02   Intensive English 4 - 56 hrs,02-LEC Dynamic,Staff,30,0,30,0,0
1157,Kendall Campus,WLEP  153 - 03   Intensive English 4 - 56 hrs,03-LEC Dynamic,Staff,30,0,30,0,0
2745,North Campus,WLEP  153 - 04   Intensive English 4 - 56 hrs,04-LEC Dynamic,Staff,30,0,30,0,0
2748,North Campus,WLEP  153 - 05   Intensive English 4 - 56 hrs,05-LEC Dynamic,Staff,30,0,30,0,0
2750,North Campus,WLEP  153 - 06   Intensive English 4 - 56 hrs,06-LEC Dynamic,Staff,30,0,30,0,0
2752,North Campus,WLEP  153 - 07   Intensive English 4 - 56 hrs,07-LEC Dynamic,Staff,30,0,30,0,0
1927,Wolfson Campus,WLFL  153 - 01   Italian 1,01-LEC Dynamic,Staff,30,0,30,0,0
2223,Wolfson Campus,WLFL  153 - 02   Italian 1,02-LEC Dynamic,Staff,30,0,30,0,0
1027,Homestead Campus,WTMO  153 - 01   Microsoft Excel 2013 Level 1,01-LEC Dynamic,Staff,25,0,25,0,0
2096,Kendall Campus,WTMO  153 - 02   Microsoft Excel 2013 Level 1,02-LEC Dynamic,Staff,15,0,15,0,0
2099,Kendall Campus,WTMO  153 - 03   Microsoft Excel 2013 Level 1,03-LEC Dynamic,Staff,15,0,15,0,0
2100,Kendall Campus,WTMO  153 - 04   Microsoft Excel 2013 Level 1,04-LEC Dynamic,Staff,15,0,15,0,0
2101,Kendall Campus,WTMO  153 - 05   Microsoft Excel 2013 Level 1,05-LEC Dynamic,Staff,16,0,16,0,0
3657,North Campus,WTMO  153 - 06   Microsoft Excel 2013 Level 1,06-LEC Dynamic,Staff,16,0,16,0,0
3387,Kendall Campus,RLFS  152 - 01   Ice Skating Beginning,01-LEC Dynamic,Staff,15,0,15,0,0
3388,Kendall Campus,RLFS  152 - 02   Ice Skating Beginning,02-LEC Dynamic,Staff,15,0,15,0,0
3389,Kendall Campus,RLFS  152 - 03   Ice Skating Beginning,03-LEC Dynamic,Staff,15,0,15,0,0
3390,Kendall Campus,RLFS  152 - 04   Ice Skating Beginning,04-LEC Dynamic,Staff,15,0,15,0,0
3175,Kendall Campus,RLMP  152 - 01   Private Music 14 – 1 Hour Piano            ,01-LEC Dynamic,Staff,16,0,16,0,0
1080,Kendall Campus,WLEP  152 - 01   Intensive English 3 - 56 hrs,01-LEC Dynamic,Staff,30,0,30,0,0
1151,Kendall Campus,WLEP  152 - 02   Intensive English 3 - 56 hrs,02-LEC Dynamic,Staff,30,0,30,0,0
1152,Kendall Campus,WLEP  152 - 03   Intensive English 3 - 56 hrs,03-LEC Dynamic,Staff,30,0,30,0,0
2727,North Campus,WLEP  152 - 04   Intensive English 3 - 56 hrs,04-LEC Dynamic,Staff,30,0,30,0,0
2728,North Campus,WLEP  152 - 05   Intensive English 3 - 56 hrs,05-LEC Dynamic,Staff,30,0,30,0,0
2731,North Campus,WLEP  152 - 06   Intensive English 3 - 56 hrs,06-LEC Dynamic,Staff,30,0,30,0,0
2736,North Campus,WLEP  152 - 07   Intensive English 3 - 56 hrs,07-LEC Dynamic,Staff,30,0,30,0,0
1919,Wolfson Campus,WLFL  152 - 01   Italian - Quick for Travelers,01-LEC Dynamic,Staff,30,0,30,0,0
1920,Wolfson Campus,WLFL  152 - 02   Italian - Quick for Travelers,02-LEC Dynamic,Staff,30,0,30,0,0
2231,Wolfson Campus,WLFL  152 - 03   Italian - Quick for Travelers,03-LEC Dynamic,Staff,30,0,30,0,0
2232,Wolfson Campus,WLFL  152 - 04   Italian - Quick for Travelers,04-LEC Dynamic,Staff,30,0,30,0,0
2968,Hialeah Campus,WTMO  152 - 01   Microsoft Excel 2013 Intermedio,01-LEC Dynamic,Staff,16,0,16,0,0
2969,Hialeah Campus,WTMO  152 - 02   Microsoft Excel 2013 Intermedio,02-LEC Dynamic,Staff,16,0,16,0,0
1079,Kendall Campus,WLEP  151 - 01   Intensive English 2 - 56 hr,01-LEC Dynamic,Staff,30,0,30,0,0
1150,Kendall Campus,WLEP  151 - 02   Intensive English 2 - 56 hr,02-LEC Dynamic,Staff,30,0,30,0,0
2382,North Campus,WLEP  151 - 03   Intensive English 2 - 56 hr,03-LEC Dynamic,Staff,30,0,30,0,0
2383,North Campus,WLEP  151 - 04   Intensive English 2 - 56 hr,04-LEC Dynamic,Staff,30,0,30,0,0
2384,North Campus,WLEP  151 - 05   Intensive English 2 - 56 hr,05-LEC Dynamic,Staff,30,0,30,0,0
2385,North Campus,WLEP  151 - 06   Intensive English 2 - 56 hr,06-LEC Dynamic,Staff,30,0,30,0,0
3765,Kendall Campus,WLFL  151 - 01   Storia Della Cucina Italiana,01-LEC Dynamic,Staff,20,0,20,0,0
3767,Kendall Campus,WLFL  151 - 02   Storia Della Cucina Italiana,02-LEC Dynamic,Staff,16,0,16,0,0
1906,Wolfson Campus,WTMO  151 - 01   Microsoft Excel 2013 Basic,01-LEC Dynamic,Staff,20,0,20,0,0
1915,Wolfson Campus,WTMO  151 - 02   Microsoft Excel 2013 Basic,02-LEC Dynamic,Staff,20,0,20,0,0
3794,Kendall Campus,RLFS  150 - 01   Horseback Riding for Kids (Ages 6-12),01-LEC Dynamic,Staff,15,0,15,0,0
3795,Kendall Campus,RLFS  150 - 02   Horseback Riding for Kids (Ages 6-12),02-LEC Dynamic,Staff,15,0,15,0,0
3179,Kendall Campus,RLMP  150 - 01   Private Music 7 – 1 Hour Piano              ,01-LEC Dynamic,Staff,16,0,16,0,0
3183,Kendall Campus,RLMP  150 - 02   Private Music 7 – 1 Hour Piano              ,02-LEC Dynamic,Staff,16,0,16,0,0
1698,Kendall Campus,WCIS  150 - 01   Tecnología para Profesionales que Trabajan en Centros de Cuidado de Niños - Principiantes,01-LEC Dynamic,Staff,15,0,15,0,0
2551,Hialeah Campus,WCIS  150 - 02   Tecnología para Profesionales que Trabajan en Centros de Cuidado de Niños - Principiantes,02-LEC Dynamic,Staff,16,0,16,0,0
1078,Kendall Campus,WLEP  150 - 01   Intensive English 1 - 56 hr,01-LEC Dynamic,Staff,30,0,30,0,0
1133,Kendall Campus,WLEP  150 - 02   Intensive English 1 - 56 hr,02-LEC Dynamic,Staff,30,0,30,0,0
1145,Kendall Campus,WLEP  150 - 03   Intensive English 1 - 56 hr,03-LEC Dynamic,Staff,30,0,30,0,0
2373,North Campus,WLEP  150 - 04   Intensive English 1 - 56 hr,04-LEC Dynamic,Staff,30,0,30,0,0
2374,North Campus,WLEP  150 - 05   Intensive English 1 - 56 hr,05-LEC Dynamic,Staff,30,0,30,0,0
2808,North Campus,WLEP  150 - 06   Intensive English 1 - 56 hr,06-LEC Dynamic,Staff,30,0,30,0,0
2809,North Campus,WLEP  150 - 07   Intensive English 1 - 56 hr,07-LEC Dynamic,Staff,30,0,30,0,0
1909,Wolfson Campus,WTMO  150 - 01   Microsoft Excel 2013 Intermediate,01-LEC Dynamic,Staff,20,0,20,0,0
3624,North Campus,WTMO  150 - 02   Microsoft Excel 2013 Intermediate,02-LEC Dynamic,Staff,16,0,16,0,0
1431,Wolfson Campus,WLEP  149 - 03   Intensive English 7 - 84 hrs,03-LEC Dynamic,Staff,30,0,30,0,0
1432,Wolfson Campus,WLEP  149 - 04   Intensive English 7 - 84 hrs,04-LEC Dynamic,Staff,30,0,30,0,0
1972,Wolfson Campus,WLEP  149 - 05   Intensive English 7 - 84 hrs,05-LEC Dynamic,Staff,30,0,30,0,0
1974,Wolfson Campus,WLEP  149 - 06   Intensive English 7 - 84 hrs,06-LEC Dynamic,Staff,30,0,30,0,0
1975,Wolfson Campus,WLEP  149 - 07   Intensive English 7 - 84 hrs,07-LEC Dynamic,Staff,30,0,30,0,0
1430,West Campus,WLEP  149 - 08   Intensive English 7 - 84 hrs,08-LEC Dynamic,Staff,30,0,30,0,0
1429,West Campus,WLEP  149 - 09   Intensive English 7 - 84 hrs,09-LEC Dynamic,Staff,30,0,30,0,0
1163,West Campus,WLEP  148 - 02   Intensive English 6 - 84 hrs,02-LEC Dynamic,Staff,30,0,30,0,0
1425,Wolfson Campus,WLEP  148 - 03   Intensive English 6 - 84 hrs,03-LEC Dynamic,Staff,30,0,30,0,0
1426,Wolfson Campus,WLEP  148 - 04   Intensive English 6 - 84 hrs,04-LEC Dynamic,Staff,30,0,30,0,0
1427,Wolfson Campus,WLEP  148 - 05   Intensive English 6 - 84 hrs,05-LEC Dynamic,Staff,30,0,30,0,0
1428,Wolfson Campus,WLEP  148 - 06   Intensive English 6 - 84 hrs,06-LEC Dynamic,Staff,30,0,30,0,0
1960,Wolfson Campus,WLEP  148 - 07   Intensive English 6 - 84 hrs,07-LEC Dynamic,Staff,30,0,30,0,0
1970,Wolfson Campus,WLEP  148 - 08   Intensive English 6 - 84 hrs,08-LEC Dynamic,Staff,30,0,30,0,0
1971,Wolfson Campus,WLEP  148 - 09   Intensive English 6 - 84 hrs,09-LEC Dynamic,Staff,30,0,30,0,0
1076,West Campus,WLEP  148 - 10   Intensive English 6 - 84 hrs,10-LEC Dynamic,Staff,30,0,30,0,0
2094,Kendall Campus,WTMO  148 - 01   Microsoft Access 2013 Level 2,01-LEC Dynamic,Staff,15,0,15,0,0
3538,Kendall Campus,WLEP  147 - 02   Intensive English 5 - 84 hrs,02-LEC Dynamic,Staff,30,0,30,0,0
1233,Wolfson Campus,WLEP  147 - 03   Intensive English 5 - 84 hrs,03-LEC Dynamic,Staff,30,0,30,0,0
1235,Wolfson Campus,WLEP  147 - 04   Intensive English 5 - 84 hrs,04-LEC Dynamic,Staff,30,0,30,0,0
1236,Wolfson Campus,WLEP  147 - 05   Intensive English 5 - 84 hrs,05-LEC Dynamic,Staff,30,0,30,0,0
1475,InterAmerican Campus,WLEP  147 - 06   Intensive English 5 - 84 hrs,06-LEC Dynamic,Staff,30,0,30,0,0
1953,Wolfson Campus,WLEP  147 - 07   Intensive English 5 - 84 hrs,07-LEC Dynamic,Staff,30,0,30,0,0
1957,Wolfson Campus,WLEP  147 - 08   Intensive English 5 - 84 hrs,08-LEC Dynamic,Staff,30,0,30,0,0
1959,Wolfson Campus,WLEP  147 - 09   Intensive English 5 - 84 hrs,09-LEC Dynamic,Staff,30,0,30,0,0
