Class Number, Campus, Class Name, Section Name, Instructor, Capacity, Enrolled, Available Seats, Wait List Capacity, Wait List Total
7988,North Campus,BSC 2427L - 0001   Biotechnology Methods & Applications 2 Laboratory,0001-LAB Main Sess,Staff,24,20,4,0,0
7987,Kendall Campus,BSC 2427L - 0002   Biotechnology Methods & Applications 2 Laboratory,0002-LAB Main Sess,Staff,24,0,24,0,0
5339,North Campus,BSC 2426 - 0001   Biotechnology Methods And Applications 1,0001-LEC 1st Mon Sp,Staff,45,21,24,0,0
5338,Wolfson Campus,BSC 2426 - 0002   Biotechnology Methods And Applications 1,0002-LEC Main Sess,Staff,24,0,24,0,0
6848,North Campus,BSC 2426L - 0001   Biotechnology Methods & Applications 1 Laboratory,0001-LAB Main Sess,Staff,24,21,3,0,0
6847,Wolfson Campus,BSC 2426L - 0002   Biotechnology Methods & Applications 1 Laboratory,0002-LAB Main Sess,Staff,24,0,24,0,0
6382,Wolfson Campus,HFT 2421 - 0001   Managerial Accounting For Hospitality,0001-LEC Twelve Wk,Staff,30,29,1,0,0
6381,Wolfson Campus,HFT 2421 - 0002   Managerial Accounting For Hospitality,0002-LEC Main Sess,Staff,30,0,30,0,0
14655,Kendall Campus,IND 2421 - 0001   Introduction To Furniture Design,0001-LEC Main Sess,Staff,15,0,15,0,0
10484,Wolfson Campus,NUR 2420 - 0001   Obstetrical Nursing,0001-LEC Conversion,Staff,30,20,10,0,0
10488,Medical Campus,NUR 2420 - 0002   Obstetrical Nursing,0002-LEC Conversion,Staff,30,22,8,0,0
10485,Medical Campus,NUR 2420 - 0003   Obstetrical Nursing,0003-LEC Conversion,Staff,30,26,4,0,0
10486,Medical Campus,NUR 2420 - 0004   Obstetrical Nursing,0004-LEC Conversion,Staff,50,14,36,0,0
10489,Medical Campus,NUR 2420 - 0006   Obstetrical Nursing,0006-LEC Conversion,Staff,35,34,1,0,0
11927,Medical Campus,NUR 2420L - 0001   Obstetrical Nursing Clinical Lab,0001-CLN Conversion,Staff,6,0,6,0,0
11963,Medical Campus,NUR 2420L - 0003   Obstetrical Nursing Clinical Lab,0003-CLN Conversion,Staff,6,0,6,0,0
11930,Medical Campus,NUR 2420L - 0005   Obstetrical Nursing Clinical Lab,0005-CLN Conversion,Staff,8,7,1,0,0
11958,Medical Campus,NUR 2420L - 0006   Obstetrical Nursing Clinical Lab,0006-CLN Conversion,Staff,8,6,2,0,0
11965,Medical Campus,NUR 2420L - 0007   Obstetrical Nursing Clinical Lab,0007-CLN Conversion,Staff,8,6,2,0,0
11942,Medical Campus,NUR 2420L - 0008   Obstetrical Nursing Clinical Lab,0008-CLN Conversion,Staff,6,0,6,0,0
11936,Medical Campus,NUR 2420L - 0011   Obstetrical Nursing Clinical Lab,0011-CLN Conversion,Staff,10,0,10,0,0
11928,Medical Campus,NUR 2420L - 0016   Obstetrical Nursing Clinical Lab,0016-CLN Conversion,Staff,8,7,1,0,0
11938,Medical Campus,NUR 2420L - 0019   Obstetrical Nursing Clinical Lab,0019-CLN Conversion,Staff,8,0,8,0,0
11939,Medical Campus,NUR 2420L - 0020   Obstetrical Nursing Clinical Lab,0020-CLN Conversion,Staff,6,5,1,0,0
11937,Medical Campus,NUR 2420L - 0022   Obstetrical Nursing Clinical Lab,0022-CLN Conversion,Staff,8,0,8,0,0
11932,Medical Campus,NUR 2420L - 0023   Obstetrical Nursing Clinical Lab,0023-CLN Conversion,Staff,8,0,8,0,0
11933,Medical Campus,NUR 2420L - 0024   Obstetrical Nursing Clinical Lab,0024-CLN Conversion,Staff,8,6,2,0,0
11953,Medical Campus,NUR 2420L - 0025   Obstetrical Nursing Clinical Lab,0025-CLN Conversion,Staff,10,0,10,0,0
11955,Medical Campus,NUR 2420L - 0026   Obstetrical Nursing Clinical Lab,0026-CLN Conversion,Staff,8,0,8,0,0
11934,Medical Campus,NUR 2420L - 0028   Obstetrical Nursing Clinical Lab,0028-CLN Conversion,Staff,10,0,10,0,0
11943,Medical Campus,NUR 2420L - 0029   Obstetrical Nursing Clinical Lab,0029-CLN Conversion,Staff,8,6,2,0,0
11949,Medical Campus,NUR 2420L - 0033   Obstetrical Nursing Clinical Lab,0033-CLN Conversion,Staff,6,5,1,0,0
11954,Medical Campus,NUR 2420L - 0035   Obstetrical Nursing Clinical Lab,0035-CLN Conversion,Staff,10,0,10,0,0
11957,Homestead Campus,NUR 2420L - 0038   Obstetrical Nursing Clinical Lab,0038-CLN Conversion,Staff,8,7,1,0,0
11956,Homestead Campus,NUR 2420L - 0039   Obstetrical Nursing Clinical Lab,0039-CLN Conversion,Staff,8,0,8,0,0
12448,Medical Campus,RET 2414L - 0002   Pulmonary Studies Laboratory,0002-LAB 1st Mon Sp,Staff,18,13,5,0,0
8351,North Campus,FIL 2413 - 0001   Screenwriting 3,0001-LEC Main Sess,Staff,25,23,2,0,0
5275,North Campus,ANT 2410 - 0001   Introduction To Cultural Anthropology,0001-LEC Main Sess,Staff,40,0,40,0,0
5281,North Campus,ANT 2410 - 0002   Introduction To Cultural Anthropology,0002-LEC Conversion,Staff,40,20,20,0,0
5276,North Campus,ANT 2410 - 0003   Introduction To Cultural Anthropology,0003-LEC Main Sess,Staff,40,24,16,0,0
5277,Kendall Campus,ANT 2410 - 0004   Introduction To Cultural Anthropology,0004-LEC Main Sess,Staff,30,0,30,0,0
5278,Kendall Campus,ANT 2410 - 0005   Introduction To Cultural Anthropology,0005-LEC Main Sess,Staff,35,16,19,0,0
5279,Wolfson Campus,ANT 2410 - 0006   Introduction To Cultural Anthropology,0006-LEC Main Sess,Staff,45,0,45,0,0
5280,Wolfson Campus,ANT 2410 - 0007   Introduction To Cultural Anthropology,0007-LEC Main Sess,Staff,45,26,19,0,0
7186,Homestead Campus,AVM 2410 - 0001   Principles Of Airport Management,0001-LEC Conversion,Staff,30,0,30,0,0
7184,Homestead Campus,AVM 2410 - 0002   Principles Of Airport Management,0002-LEC Main Sess,Staff,30,0,30,0,0
7185,Homestead Campus,AVM 2410 - 0003   Principles Of Airport Management,0003-LEC Eight Wk 2,Staff,30,16,14,0,0
11373,Wolfson Campus,HFT 2410 - 0001   Front Office Procedures And Lodging Operations,0001-LEC Main Sess,Staff,30,0,30,0,0
14857,North Campus,MUN 2410 - 0001   String Ensemble,0001-LAB Main Sess,Staff,8,4,4,0,0
14858,Kendall Campus,MUN 2410 - 0002   String Ensemble,0002-LAB Conversion,Staff,30,19,11,0,0
6283,North Campus,EEC 2407 - 0001   Facilitating Social Development,0001-LEC Twelve Wk,Staff,30,26,4,0,0
6285,North Campus,EEC 2407 - 0002   Facilitating Social Development,0002-LEC Conversion,Staff,30,28,2,0,0
6284,Kendall Campus,EEC 2407 - 0003   Facilitating Social Development,0003-LEC Conversion,Staff,30,20,10,0,0
6281,Kendall Campus,EEC 2407 - 0004   Facilitating Social Development,0004-LEC Twelve Wk,Staff,30,26,4,0,0
6280,Wolfson Campus,EEC 2407 - 0005   Facilitating Social Development,0005-LEC Main Sess,Staff,30,0,30,0,0
6282,InterAmerican Campus,EEC 2407 - 0006   Facilitating Social Development,0006-LEC Twelve Wk,Staff,30,0,30,0,0
6352,North Campus,ETI 2404 - 0001   Advanced Manufacturing Technology,0001-LEC Twelve Wk,Staff,30,0,30,0,0
6351,North Campus,ETI 2404 - 0002   Advanced Manufacturing Technology,0002-LEC Main Sess,Staff,24,0,24,0,0
12229,Medical Campus,MLT 2403 - 0001   Clinical Microbiology 2,0001-LEC 1st Mon Sp,Staff,30,28,2,0,0
16351,Medical Campus,MLT 2403L - 0001   Clinical Microbiology Lab 2,0001-LAB Conversion,Staff,20,14,6,0,0
16350,Medical Campus,MLT 2403L - 0002   Clinical Microbiology Lab 2,0002-LAB Conversion,Staff,20,11,9,0,0
5286,North Campus,ARH 2402 - 0001   Art History 3,0001-LEC Main Sess,Staff,10,1,9,0,0
11901,Homestead Campus,TRA 2402 - 0001   Intermodal Transportation Operations And Project Management,0001-LEC Eight Wk 2,Staff,30,0,30,0,0
10038,North Campus,EEC 2401 - 0001   Family Interaction And Cultural Continuity,0001-LEC Twelve Wk,Staff,30,11,19,0,0
10036,Kendall Campus,EEC 2401 - 0002   Family Interaction And Cultural Continuity,0002-LEC Twelve Wk,Staff,30,16,14,0,0
10035,Homestead Campus,EEC 2401 - 0003   Family Interaction And Cultural Continuity,0003-LEC Main Sess,Staff,30,24,6,0,0
10037,InterAmerican Campus,EEC 2401 - 0004   Family Interaction And Cultural Continuity,0004-LEC Twelve Wk,Staff,29,19,10,0,0
12238,Kendall Campus,HSC 2401 - 0001   Instructor's Training First Aid & Cpr,0001-LEC Main Sess,Staff,30,4,26,0,0
5317,North Campus,ASL 2400 - 0001   Linguistics Of American Sign Language,0001-LEC 1st Mon Sp,Staff,4,0,4,0,0
7415,Homestead Campus,ATF 2400 - 0001   Multi-Engine Pilot Flight,0001-LEC Conversion,Staff,24,0,24,0,0
7414,Homestead Campus,ATF 2400 - 0002   Multi-Engine Pilot Flight,0002-LEC Conversion,Staff,24,0,24,0,0
10445,North Campus,HSC 2400 - 0001   Basic Emergency Care,0001-LEC Main Sess,Staff,30,21,9,0,0
10446,North Campus,HSC 2400 - 0002   Basic Emergency Care,0002-LEC Main Sess,Staff,30,14,16,0,0
10447,North Campus,HSC 2400 - 0003   Basic Emergency Care,0003-LEC Main Sess,Staff,30,0,30,0,0
10457,North Campus,HSC 2400 - 0004   Basic Emergency Care,0004-LEC 1st Mon Sp,Staff,30,29,1,0,0
10448,Kendall Campus,HSC 2400 - 0005   Basic Emergency Care,0005-LEC Main Sess,Staff,30,14,16,0,0
10449,Kendall Campus,HSC 2400 - 0006   Basic Emergency Care,0006-LEC Main Sess,Staff,30,18,12,0,0
10450,Kendall Campus,HSC 2400 - 0007   Basic Emergency Care,0007-LEC Main Sess,Staff,30,12,18,0,0
10451,Kendall Campus,HSC 2400 - 0008   Basic Emergency Care,0008-LEC Main Sess,Staff,30,14,16,0,0
10454,Kendall Campus,HSC 2400 - 0009   Basic Emergency Care,0009-LEC Main Sess,Staff,30,13,17,0,0
10455,Kendall Campus,HSC 2400 - 0010   Basic Emergency Care,0010-LEC Twelve Wk,Staff,35,14,21,0,0
10453,Wolfson Campus,HSC 2400 - 0011   Basic Emergency Care,0011-LEC Main Sess,Staff,25,13,12,0,0
10452,Wolfson Campus,HSC 2400 - 0012   Basic Emergency Care,0012-LEC Main Sess,Staff,34,31,3,0,0
10456,Wolfson Campus,HSC 2400 - 0013   Basic Emergency Care,0013-LEC Conversion,Staff,34,28,6,0,0
12013,Medical Campus,RTE 2385 - 0001   Radiation Biology,0001-LEC Main Sess,Staff,48,32,16,0,0
14842,North Campus,MUL 2380 - 0001   Jazz And Popular Music In America,0001-LEC Twelve Wk,Staff,30,0,30,0,0
14789,North Campus,MUL 2380 - 0002   Jazz And Popular Music In America,0002-LEC Main Sess,Staff,30,10,20,0,0
14790,North Campus,MUL 2380 - 0003   Jazz And Popular Music In America,0003-LEC Main Sess,Staff,30,28,2,0,0
14800,North Campus,MUL 2380 - 0004   Jazz And Popular Music In America,0004-LEC Main Sess,Staff,30,23,7,0,0
14801,North Campus,MUL 2380 - 0005   Jazz And Popular Music In America,0005-LEC Main Sess,Staff,30,12,18,0,0
14802,North Campus,MUL 2380 - 0006   Jazz And Popular Music In America,0006-LEC Main Sess,Staff,30,13,17,0,0
14803,North Campus,MUL 2380 - 0007   Jazz And Popular Music In America,0007-LEC Main Sess,Staff,30,0,30,0,0
14804,North Campus,MUL 2380 - 0008   Jazz And Popular Music In America,0008-LEC Main Sess,Staff,30,0,30,0,0
14805,North Campus,MUL 2380 - 0009   Jazz And Popular Music In America,0009-LEC Main Sess,Staff,30,21,9,0,0
14806,North Campus,MUL 2380 - 0010   Jazz And Popular Music In America,0010-LEC Main Sess,Staff,30,0,30,0,0
14841,North Campus,MUL 2380 - 0011   Jazz And Popular Music In America,0011-LEC Twelve Wk,Staff,30,12,18,0,0
14807,Kendall Campus,MUL 2380 - 0012   Jazz And Popular Music In America,0012-LEC Main Sess,Staff,40,37,3,0,0
14808,Kendall Campus,MUL 2380 - 0013   Jazz And Popular Music In America,0013-LEC Main Sess,Staff,40,17,23,0,0
14809,Kendall Campus,MUL 2380 - 0014   Jazz And Popular Music In America,0014-LEC Main Sess,Staff,35,0,35,0,0
14844,Kendall Campus,MUL 2380 - 0015   Jazz And Popular Music In America,0015-LEC Eight Wk 2,Staff,30,29,1,0,0
14810,Kendall Campus,MUL 2380 - 0016   Jazz And Popular Music In America,0016-LEC Main Sess,Staff,40,12,28,0,0
14811,Kendall Campus,MUL 2380 - 0017   Jazz And Popular Music In America,0017-LEC Main Sess,Staff,105,32,73,0,0
14812,Kendall Campus,MUL 2380 - 0018   Jazz And Popular Music In America,0018-LEC Main Sess,Staff,40,17,23,0,0
14813,Kendall Campus,MUL 2380 - 0019   Jazz And Popular Music In America,0019-LEC Main Sess,Staff,40,13,27,0,0
14814,Kendall Campus,MUL 2380 - 0020   Jazz And Popular Music In America,0020-LEC Main Sess,Staff,40,19,21,0,0
14815,Kendall Campus,MUL 2380 - 0021   Jazz And Popular Music In America,0021-LEC Main Sess,Staff,40,12,28,0,0
14816,Kendall Campus,MUL 2380 - 0022   Jazz And Popular Music In America,0022-LEC Main Sess,Staff,30,27,3,0,0
14845,Kendall Campus,MUL 2380 - 0023   Jazz And Popular Music In America,0023-LEC Conversion,Staff,40,0,40,0,0
14843,Kendall Campus,MUL 2380 - 0024   Jazz And Popular Music In America,0024-LEC Eight Wk 2,Staff,30,26,4,0,0
14817,Kendall Campus,MUL 2380 - 0025   Jazz And Popular Music In America,0025-LEC Main Sess,Staff,40,37,3,0,0
14818,Kendall Campus,MUL 2380 - 0026   Jazz And Popular Music In America,0026-LEC Main Sess,Staff,40,7,33,0,0
14819,Kendall Campus,MUL 2380 - 0027   Jazz And Popular Music In America,0027-LEC Main Sess,Staff,40,18,22,0,0
14820,Kendall Campus,MUL 2380 - 0028   Jazz And Popular Music In America,0028-LEC Main Sess,Staff,40,26,14,0,0
14821,Kendall Campus,MUL 2380 - 0029   Jazz And Popular Music In America,0029-LEC Main Sess,Staff,40,14,26,0,0
14822,Kendall Campus,MUL 2380 - 0030   Jazz And Popular Music In America,0030-LEC Main Sess,Staff,40,8,32,0,0
14823,Kendall Campus,MUL 2380 - 0031   Jazz And Popular Music In America,0031-LEC Main Sess,Staff,30,0,30,0,0
14824,Kendall Campus,MUL 2380 - 0032   Jazz And Popular Music In America,0032-LEC Main Sess,Staff,30,22,8,0,0
14825,Wolfson Campus,MUL 2380 - 0033   Jazz And Popular Music In America,0033-LEC Main Sess,Staff,40,0,40,0,0
14840,Wolfson Campus,MUL 2380 - 0034   Jazz And Popular Music In America,0034-LEC Twelve Wk,Staff,35,0,35,0,0
14839,Wolfson Campus,MUL 2380 - 0035   Jazz And Popular Music In America,0035-LEC Twelve Wk,Staff,2,0,2,0,0
14826,Wolfson Campus,MUL 2380 - 0036   Jazz And Popular Music In America,0036-LEC Main Sess,Staff,40,28,12,0,0
14847,Wolfson Campus,MUL 2380 - 0038   Jazz And Popular Music In America,0038-LEC 1st Mon Sp,Staff,40,38,2,0,0
14828,Wolfson Campus,MUL 2380 - 0039   Jazz And Popular Music In America,0039-LEC Main Sess,Staff,50,20,30,0,0
14829,Wolfson Campus,MUL 2380 - 0040   Jazz And Popular Music In America,0040-LEC Main Sess,Staff,40,0,40,0,0
14830,Wolfson Campus,MUL 2380 - 0041   Jazz And Popular Music In America,0041-LEC Main Sess,Staff,34,30,4,0,0
14831,Wolfson Campus,MUL 2380 - 0042   Jazz And Popular Music In America,0042-LEC Main Sess,Staff,30,29,1,0,0
14832,Wolfson Campus,MUL 2380 - 0043   Jazz And Popular Music In America,0043-LEC Main Sess,Staff,30,28,2,0,0
14833,Wolfson Campus,MUL 2380 - 0044   Jazz And Popular Music In America,0044-LEC Main Sess,Staff,30,26,4,0,0
14834,Homestead Campus,MUL 2380 - 0045   Jazz And Popular Music In America,0045-LEC Main Sess,Staff,39,19,20,0,0
14835,InterAmerican Campus,MUL 2380 - 0046   Jazz And Popular Music In America,0046-LEC Main Sess,Staff,40,38,2,0,0
14837,InterAmerican Campus,MUL 2380 - 0048   Jazz And Popular Music In America,0048-LEC Main Sess,Staff,35,11,24,0,0
14838,Hialeah Campus,MUL 2380 - 0049   Jazz And Popular Music In America,0049-LEC Twelve Wk,Staff,33,13,20,0,0
14799,Hialeah Campus,MUL 2380 - 0050   Jazz And Popular Music In America,0050-LEC Main Sess,Staff,33,30,3,0,0
14797,Hialeah Campus,MUL 2380 - 0052   Jazz And Popular Music In America,0052-LEC Main Sess,Staff,33,29,4,0,0
14796,Hialeah Campus,MUL 2380 - 0053   Jazz And Popular Music In America,0053-LEC Main Sess,Staff,33,30,3,0,0
14795,West Campus,MUL 2380 - 0054   Jazz And Popular Music In America,0054-LEC Main Sess,Staff,35,26,9,0,0
14794,West Campus,MUL 2380 - 0055   Jazz And Popular Music In America,0055-LEC Main Sess,Staff,35,21,14,0,0
14793,West Campus,MUL 2380 - 0056   Jazz And Popular Music In America,0056-LEC Main Sess,Staff,35,20,15,0,0
14792,West Campus,MUL 2380 - 0057   Jazz And Popular Music In America,0057-LEC Main Sess,Staff,35,10,25,0,0
14791,West Campus,MUL 2380 - 0058   Jazz And Popular Music In America,0058-LEC Main Sess,Staff,35,19,16,0,0
14846,West Campus,MUL 2380 - 0059   Jazz And Popular Music In America,0059-LEC Conversion,Staff,35,19,16,0,0
16445,Medical Campus,OPT 2377L - 0001   Refractometry 3 Laboratory,0001-LAB Main Sess,Staff,15,12,3,0,0
16446,Medical Campus,OPT 2377L - 0002   Refractometry 3 Laboratory,0002-LAB Conversion,Staff,15,12,3,0,0
16444,Medical Campus,OPT 2377L - 0003   Refractometry 3 Laboratory,0003-LAB Main Sess,Staff,12,0,12,0,0
6850,North Campus,CCJ 2358 - 0001   Criminal Justice Reporting,0001-LEC Twelve Wk,Staff,30,17,13,0,0
10444,Wolfson Campus,MUT 2352 - 0001   Popular Music Arranging 2,0001-LEC Main Sess,Staff,15,10,5,0,0
16759,Kendall Campus,MUT 2351 - 0001   Introduction To Popular Music Arranging,0001-LEC Main Sess,Staff,20,8,12,0,0
11164,North Campus,GEB 2350 - 0001   Introduction To International Business,0001-LEC Main Sess,Staff,30,0,30,0,0
11166,Kendall Campus,GEB 2350 - 0002   Introduction To International Business,0002-LEC Twelve Wk,Staff,25,19,6,0,0
11167,Wolfson Campus,GEB 2350 - 0003   Introduction To International Business,0003-LEC Twelve Wk,Staff,35,12,23,0,0
11165,Wolfson Campus,GEB 2350 - 0004   Introduction To International Business,0004-LEC Main Sess,Staff,30,20,10,0,0
14001,Medical Campus,RET 2350 - 0001   Respiratory Care Pharmacology,0001-LEC Main Sess,Staff,45,31,14,0,0
12960,Kendall Campus,MUN 2341 - 0001   Vocal Ensemble,0001-LAB Main Sess,Staff,25,12,13,0,0
12961,Kendall Campus,MUN 2341 - 0002   Vocal Ensemble,0002-LAB Main Sess,Staff,20,0,20,0,0
12962,Kendall Campus,MUN 2341 - 0003   Vocal Ensemble,0003-LAB Main Sess,Staff,20,14,6,0,0
12963,Wolfson Campus,MUN 2341 - 0004   Vocal Ensemble,0004-LAB Main Sess,Staff,25,16,9,0,0
12964,Wolfson Campus,MUN 2341 - 0005   Vocal Ensemble,0005-LAB Main Sess,Staff,5,1,4,0,0
12965,Wolfson Campus,MUN 2341 - 0006   Vocal Ensemble,0006-LAB Conversion,Staff,50,13,37,0,0
12575,InterAmerican Campus,SPN 2341 - 0001   Spanish For Native Speakers 2,0001-LEC Main Sess,Staff,30,8,22,0,0
14018,InterAmerican Campus,SPN 2340 - 0001   Spanish For Native Speakers 1,0001-LEC Main Sess,Staff,30,15,15,0,0
9535,Kendall Campus,COP 2335 - 0001   Object Oriented Programming Using C++,0001-LEC Main Sess,Staff,20,17,3,0,0
9534,Wolfson Campus,COP 2335 - 0002   Object Oriented Programming Using C++,0002-LEC Main Sess,Staff,30,16,14,0,0
11969,North Campus,OST 2335 - 0001   Business Writing,0001-LEC Main Sess,Staff,25,18,7,0,0
11970,Kendall Campus,OST 2335 - 0002   Business Writing,0002-LEC Main Sess,Staff,35,11,24,0,0
11974,Wolfson Campus,OST 2335 - 0003   Business Writing,0003-LEC Twelve Wk,Staff,30,9,21,0,0
11975,Wolfson Campus,OST 2335 - 0004   Business Writing,0004-LEC Conversion,Staff,30,0,30,0,0
11972,Homestead Campus,OST 2335 - 0006   Business Writing,0006-LEC Main Sess,Staff,28,0,28,0,0
11973,InterAmerican Campus,OST 2335 - 0007   Business Writing,0007-LEC Main Sess,Staff,21,14,7,0,0
9552,Kendall Campus,CTS 2334 - 0001   Configuring Advanced Windows Servers,0001-LEC Main Sess,Staff,22,0,22,0,0
9533,Wolfson Campus,COP 2333 - 0001   Advanced Programming Concepts Using Visual Basic,0001-LEC Main Sess,Staff,30,0,30,0,0
6407,Kendall Campus,IND 2330 - 0001   Interior Design Presentations 2,0001-LEC Main Sess,Staff,20,5,15,0,0
6406,Wolfson Campus,IND 2330 - 0002   Interior Design Presentations 2,0002-LEC Main Sess,Staff,15,11,4,0,0
14676,Kendall Campus,LIT 2330 - 0001   Survey Of Children's Literature,0001-LEC Main Sess,Staff,1,0,1,0,0
14877,Kendall Campus,MVJ 2329 - 0001   Jazz Percussion Drum Set Principal Instrument 2 Yr,0001-LEC Main Sess,Staff,15,0,15,0,0
10464,Wolfson Campus,MVJ 2328 - 0001   Jazz Trombone Principal Instrument Second Year,0001-LEC Main Sess,Staff,2,1,1,0,0
11512,North Campus,MVJ 2326 - 0001   Jazz Saxophone Principal Instrument Second Year,0001-LEC Main Sess,Staff,1,0,1,0,0
11514,Kendall Campus,MVJ 2326 - 0002   Jazz Saxophone Principal Instrument Second Year,0002-LEC Main Sess,Staff,50,2,48,0,0
9060,Kendall Campus,MVS 2326 - 0002   Guitar Principal Instrument Second Year,0002-LEC Main Sess,Staff,30,0,30,0,0
9058,Wolfson Campus,MVS 2326 - 0004   Guitar Principal Instrument Second Year,0004-LEC Main Sess,Staff,5,0,5,0,0
14870,Kendall Campus,MVB 2325 - 0001   Tuba Principal Instrument Second Year,0001-LEC Main Sess,Staff,15,0,15,0,0
8090,Wolfson Campus,MVW 2325 - 0002   Saxophone Principal Instrument Second Year,0002-LEC Main Sess,Staff,5,0,5,0,0
11522,Wolfson Campus,MVS 2324 - 0003   Bass Principal Instrument Second Year,0003-LEC Main Sess,Staff,5,0,5,0,0
10462,North Campus,MVB 2323 - 0002   Trombone Principal Instrument Second Year,0002-LEC Twelve Wk,Staff,1,0,1,0,0
10459,Kendall Campus,MVB 2323 - 0003   Trombone Principal Instrument Second Year,0003-LEC Main Sess,Staff,15,2,13,0,0
10460,Wolfson Campus,MVB 2323 - 0004   Trombone Principal Instrument Second Year,0004-LEC Main Sess,Staff,1,0,1,0,0
10461,Wolfson Campus,MVB 2323 - 0005   Trombone Principal Instrument Second Year,0005-LEC Main Sess,Staff,5,1,4,0,0
9047,Kendall Campus,MVJ 2323 - 0001   Jazz Guitar Principal Instrument Second Year,0001-LEC Main Sess,Staff,10,4,6,0,0
9046,Wolfson Campus,MVJ 2323 - 0002   Jazz Guitar Principal Instrument Second Year,0002-LEC Main Sess,Staff,1,0,1,0,0
11520,Kendall Campus,MVS 2323 - 0001   Cello Principal Instrument Second Year,0001-LEC Main Sess,Staff,30,0,30,0,0
11519,Wolfson Campus,MVS 2323 - 0002   Cello Principal Instrument Second Year,0002-LEC Main Sess,Staff,5,1,4,0,0
10481,Kendall Campus,MVW 2323 - 0001   Clarinet Principal Instrument Second Year,0001-LEC Main Sess,Staff,50,1,49,0,0
10483,Wolfson Campus,MVW 2323 - 0002   Clarinet Principal Instrument Second Year,0002-LEC Main Sess,Staff,5,0,5,0,0
10482,Wolfson Campus,MVW 2323 - 0003   Clarinet Principal Instrument Second Year,0003-LEC Main Sess,Staff,1,0,1,0,0
13850,Wolfson Campus,CIS 2322 - 0001   Systems Analysis And Design Implementation,0001-LEC Main Sess,Staff,30,15,15,0,0
12982,Kendall Campus,MVS 2322 - 0001   Viola Principal Instrument Second Year,0001-LEC Main Sess,Staff,10,2,8,0,0
12981,Wolfson Campus,MVS 2322 - 0002   Viola Principal Instrument Second Year,0002-LEC Main Sess,Staff,5,0,5,0,0
16778,Kendall Campus,MVW 2322 - 0001   Oboe Principal Instrument Second Year,0001-LEC Main Sess,Staff,30,1,29,0,0
11503,North Campus,MVB 2321 - 0001   Trumpet Principal Instrument Second Year,0001-LEC Main Sess,Staff,1,0,1,0,0
11506,Kendall Campus,MVB 2321 - 0002   Trumpet Principal Instrument Second Year,0002-LEC Main Sess,Staff,15,0,15,0,0
11505,Wolfson Campus,MVB 2321 - 0003   Trumpet Principal Instrument Second Year,0003-LEC Main Sess,Staff,5,1,4,0,0
